match_id,player_id,player_external_id,player_name,team_id,team_name,gender,batting_runs,balls_faced,fours,sixes,batting_strike_rate,not_out,batted,balls_bowled,runs_conceded,wickets,bowling_economy,maidens
1004285,1762,28131839,MA Leask,4,Scotland,male,12,23,1,0,52.17,False,True,12,23,0,11.5,0
1004285,864,552b228c,Anshuman Rath,5,Hong Kong,male,13,20,0,1,65.0,False,True,18,10,0,3.33,0
1004285,2155,e21bc7f3,RD Berrington,4,Scotland,male,10,30,0,0,33.33,False,True,0,0,0,0.0,0
1004285,1210,d3851cd8,Ehsan Khan,5,Hong Kong,male,7,16,0,0,43.75,False,True,60,53,1,5.3,1
1004285,1033,e6d298e8,CD de Lange,4,Scotland,male,11,18,1,0,61.11,False,True,60,38,2,3.8,0
1004285,1035,7b5c6c0b,CD Wallace,4,Scotland,male,52,52,3,2,100.0,False,True,0,0,0,0.0,0
1004285,2395,f43dd8c2,SM Sharif,4,Scotland,male,2,3,0,0,66.67,True,True,42,35,0,5.0,0
1004285,1904,1252f71a,MRJ Watt,4,Scotland,male,1,2,0,0,50.0,True,True,60,42,1,4.2,1
1004285,995,1e25b5bf,C Carter,5,Hong Kong,male,15,24,2,0,62.5,False,True,0,0,0,0.0,0
1004285,770,e9a870ed,AC Evans,4,Scotland,male,0,0,0,0,0.0,False,False,49,44,2,5.39,0
1004285,1028,469ccead,CB Sole,4,Scotland,male,0,0,0,0,0.0,False,False,54,28,4,3.11,0
1004285,937,fbb657bb,Babar Hayat,5,Hong Kong,male,56,67,8,1,83.58,False,True,0,0,0,0.0,0
1004285,1998,e3eb9e46,Nizakat Khan,5,Hong Kong,male,40,56,2,1,71.43,False,True,0,0,0,0.0,0
1004285,2341,2cc08c3c,Shahid Wasif,5,Hong Kong,male,4,8,0,0,50.0,False,True,0,0,0,0.0,0
1004285,2610,35971419,Waqas Khan,5,Hong Kong,male,8,18,0,0,44.44,False,True,0,0,0,0.0,0
1007649,2080,a1d3540a,PJ Moor,6,Zimbabwe,male,3,5,0,0,60.0,False,True,0,0,0,0.0,0
1007649,1186,d2a989fc,DS Kulkarni,7,India,male,0,0,0,0,0.0,False,False,60,42,2,4.2,1
1007649,1043,f32dbc84,CJ Chibhabha,6,Zimbabwe,male,13,42,0,0,30.95,False,True,48,14,0,1.75,1
1007649,946,d8b2f218,BB Sran,7,India,male,0,0,0,0,0.0,False,False,60,42,2,4.2,0
1007649,1320,31fbf891,H Masakadza,6,Zimbabwe,male,14,21,2,0,66.67,False,True,15,19,0,7.6,0
1007649,1074,c96311d4,CR Ervine,6,Zimbabwe,male,21,43,1,0,48.84,False,True,0,0,0,0.0,0
1007649,1502,462411b3,JJ Bumrah,7,India,male,0,0,0,0,0.0,False,False,59,28,4,2.85,2
1007649,877,2e171977,AR Patel,7,India,male,0,0,0,0,0.0,False,False,60,26,1,2.6,1
1007649,2582,0fdabe05,V Sibanda,6,Zimbabwe,male,5,21,0,0,23.81,False,True,0,0,0,0.0,0
1007649,2647,57ee1fde,YS Chahal,7,India,male,0,0,0,0,0.0,False,False,60,27,1,2.7,1
1007649,2368,26d041c4,Sikandar Raza,6,Zimbabwe,male,23,54,2,0,42.59,False,True,30,20,0,4.0,0
1007649,1198,d2babdd5,E Chigumbura,6,Zimbabwe,male,41,64,1,0,64.06,False,True,24,34,0,8.5,0
1007649,2124,5fef85ee,R Mutumbami,6,Zimbabwe,male,15,27,2,0,55.56,False,True,0,0,0,0.0,0
1007649,794,9f0270e0,AG Cremer,6,Zimbabwe,male,8,11,1,0,72.73,False,True,60,47,0,4.7,0
1007649,2530,5bbabe59,TL Chatara,6,Zimbabwe,male,4,10,0,0,40.0,False,True,42,20,1,2.86,1
1007649,2477,a945bb28,T Muzarabani,6,Zimbabwe,male,1,1,0,0,100.0,True,True,36,18,0,3.0,0
1007649,1646,b17e2f24,KL Rahul,7,India,male,100,115,7,1,86.96,True,True,0,0,0,0.0,0
1007649,1645,944533a5,KK Nair,7,India,male,7,20,1,0,35.0,False,True,0,0,0,0.0,0
